Serial,,OpenMP (SVE2),,OpenMP (SVE2 with faddv),,Rex,
10.4560,0,8.2430,0,3.8670,0,3.5180,104806406
10.4630,0,8.2570,0,3.8660,0,3.5310,104806406
10.4860,0,8.2580,0,3.8680,0,3.5250,104806406
10.4620,0,8.2590,0,3.8690,0,3.5380,104806406
10.4650,0,8.2590,0,3.8670,0,3.5260,104806406
=AVERAGE(A2:A6),,=AVERAGE(C2:C6),,=AVERAGE(E2:E6),,=AVERAGE(G2:G6),
