Serial,,OpenMP (AVX-2),,OpenMP (AVX-512),,Rex,
2.0260,0,1.4810,0,1.5000,0,0.9740,0
1.9670,0,0.8840,0,0.9410,0,0.9820,0
1.9750,0,0.8520,0,0.8900,0,0.9690,0
=AVERAGE(A2:A6),,=AVERAGE(C2:C6),,=AVERAGE(E2:E6),,=AVERAGE(G2:G6),
